ShareCode,MA_std,RSI,Price/BB_up,Price/BB_down,Price/KijunSen,Price/TenkanSen,Price/MA_20,Price/MA_50,Price/MA_100,San,Nganh,So_huu_nha_nuoc,So_huu_nuoc_ngoai,DTT_2018,TT_DTT,EPS_2018,LNST_2018,TT_LNST,TTS_2018,TT_TTS,VCSH_2018,EBITDA,EBITDA_per,ROE,ROA,EV,EV/EBITDA,P/E,P/B,Book_value,Market_size,TTS/VCSH
NPS,> 0.7,<= 30,<= 0.9,1 => 1.1,<= 1,<= 1,<= 1,<= 1,<= 1,UPCOM,Hàng cá nhân L3,0.3319447005,0.0043317972,<= 115 ty,<= 0,250 => 1000,<= 2 ty,<= 0,<= 170 ty,0 => 0.1,<= 70 ty,<= 8 ty,> 0.2,<= 0.05,0.01 => 0.05,40 ty => 180 ty,> 9,> 18,0.8 => 1.5,<= 70 ty,<= 50 ty,1.5 => 2
VTH,<= 0.3,No info,0.9 => 1,<= 1,<= 1,<= 1,<= 1,>= 1,>= 1,HNX,Điện tử & Thiết bị điện L3,0.0,0.002,115 ty => 350 ty,<= 0,<= 250,<= 2 ty,<= 0,<= 170 ty,> 0.1,70 ty => 200 ty,<= 8 ty,<= 0.05,<= 0.05,<= 0.01,40 ty => 180 ty,<= 1,<= 5,0.5 => 0.8,70 ty => 190 ty,<= 50 ty,<= 1.5
VTI,<= 0.3,No info,0.9 => 1,<= 1,<= 1,<= 1,<= 1,<= 1,<= 1,UPCOM,Hàng cá nhân L3,0.8357142857,0.0,<= 115 ty,<= 0,<= 250,<= 2 ty,<= 0,<= 170 ty,<= 0,<= 70 ty,<= 8 ty,<= 0.05,0.05 => 0.1,<= 0.01,180 ty => 750 ty,<= 1,<= 5,<= 0.5,<= 70 ty,<= 50 ty,<= 1.5
GCB,<= 0.3,No info,0.9 => 1,<= 1,<= 1,<= 1,<= 1,<= 1,>= 1,UPCOM,Nước & Khí đốt L3,0.3154289755,0.0,350 ty => 1150 ty,0 => 0.1,250 => 1000,2 ty => 13 ty,<= 0,<= 170 ty,<= 0,<= 70 ty,8 ty => 36 ty,<= 0.05,0.05 => 0.1,0.01 => 0.05,40 ty => 180 ty,4 => 9,5 => 8,<= 0.5,<= 70 ty,<= 50 ty,1.5 => 2
TCK,<= 0.3,No info,0.9 => 1,<= 1,<= 1,<= 1,<= 1,<= 1,<= 1,UPCOM,Xây dựng và Vật liệu L3,0.987639413,8.38574e-05,350 ty => 1150 ty,<= 0,<= 250,<= 2 ty,> 0.2,450 ty => 1450 ty,<= 0,<= 70 ty,<= 8 ty,<= 0.05,<= 0.05,<= 0.01,> 750 ty,<= 1,<= 5,> 1.5,<= 70 ty,50 ty => 150 ty,> 3
VTE,0.3 => 0.7,30 => 70,<= 0.9,> 1.1,<= 1,<= 1,<= 1,<= 1,<= 1,UPCOM,Thiết bị và Phần cứng L3,0.32,0.0,350 ty => 1150 ty,> 0.1,<= 250,2 ty => 13 ty,<= 0,170 ty => 450 ty,> 0.1,70 ty => 200 ty,8 ty => 36 ty,<= 0.05,<= 0.05,<= 0.01,180 ty => 750 ty,> 9,> 18,<= 0.5,70 ty => 190 ty,50 ty => 150 ty,2 => 3
VTG,<= 0.3,No info,0.9 => 1,<= 1,<= 1,<= 1,<= 1,<= 1,<= 1,UPCOM,Du lịch & Giải trí L3,0.5888278044,0.0,115 ty => 350 ty,<= 0,250 => 1000,2 ty => 13 ty,<= 0,170 ty => 450 ty,0 => 0.1,70 ty => 200 ty,8 ty => 36 ty,0.1 => 0.2,0.05 => 0.1,0.01 => 0.05,40 ty => 180 ty,4 => 9,8 => 18,0.5 => 0.8,70 ty => 190 ty,50 ty => 150 ty,<= 1.5
VTA,0.3 => 0.7,30 => 70,<= 0.9,1 => 1.1,<= 1,<= 1,<= 1,<= 1,<= 1,UPCOM,Xây dựng và Vật liệu L3,0.27,0.00177,350 ty => 1150 ty,<= 0,1000 => 2500,13 ty => 65 ty,<= 0,170 ty => 450 ty,> 0.1,<= 70 ty,8 ty => 36 ty,0.05 => 0.1,0.1 => 0.2,0.05 => 0.1,180 ty => 750 ty,4 => 9,<= 5,0.5 => 0.8,<= 70 ty,<= 50 ty,> 3
VTC,0.3 => 0.7,30 => 70,<= 0.9,1 => 1.1,<= 1,> 1,<= 1,<= 1,<= 1,HNX,Thiết bị và Phần cứng L3,0.466694129,0.1235,350 ty => 1150 ty,<= 0,1000 => 2500,2 ty => 13 ty,<= 0,450 ty => 1450 ty,0 => 0.1,70 ty => 200 ty,8 ty => 36 ty,0.05 => 0.1,0.1 => 0.2,0.01 => 0.05,180 ty => 750 ty,> 9,<= 5,<= 0.5,70 ty => 190 ty,<= 50 ty,> 3
VSP,<= 0.3,No info,0.9 => 1,<= 1,<= 1,<= 1,<= 1,<= 1,<= 1,UPCOM,Vận tải L3,0.2598892951,0.0075175224,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info
DCT,<= 0.3,No info,0.9 => 1,> 1.1,> 1,> 1,>= 1,>= 1,>= 1,UPCOM,Xây dựng và Vật liệu L3,0.1249783323,0.0046296883,350 ty => 1150 ty,<= 0,<= 250,<= 2 ty,<= 0,450 ty => 1450 ty,0 => 0.1,<= 70 ty,36 ty => 140 ty,> 0.2,<= 0.05,<= 0.01,> 750 ty,> 9,<= 5,<= 0.5,<= 70 ty,<= 50 ty,<= 1.5
DCR,<= 0.3,No info,0.9 => 1,1 => 1.1,<= 1,<= 1,<= 1,<= 1,<= 1,UPCOM,Xây dựng và Vật liệu L3,0.1693066154,0.0,115 ty => 350 ty,<= 0,<= 250,<= 2 ty,<= 0,170 ty => 450 ty,0 => 0.1,<= 70 ty,<= 8 ty,<= 0.05,<= 0.05,<= 0.01,40 ty => 180 ty,> 9,> 18,0.8 => 1.5,<= 70 ty,50 ty => 150 ty,2 => 3
DIH,> 0.7,30 => 70,<= 0.9,1 => 1.1,<= 1,<= 1,<= 1,<= 1,<= 1,HNX,Xây dựng và Vật liệu L3,0.150352126,0.0006,115 ty => 350 ty,<= 0,250 => 1000,<= 2 ty,<= 0,170 ty => 450 ty,> 0.1,70 ty => 200 ty,<= 8 ty,<= 0.05,<= 0.05,<= 0.01,180 ty => 750 ty,> 9,> 18,0.8 => 1.5,70 ty => 190 ty,50 ty => 150 ty,> 3
AC4,<= 0.3,No info,0.9 => 1,<= 1,<= 1,<= 1,<= 1,<= 1,<= 1,UPCOM,Xây dựng và Vật liệu L3,0.6769654611,0.0,350 ty => 1150 ty,<= 0,1000 => 2500,2 ty => 13 ty,<= 0,170 ty => 450 ty,<= 0,<= 70 ty,8 ty => 36 ty,<= 0.05,0.1 => 0.2,0.01 => 0.05,180 ty => 750 ty,> 9,<= 5,<= 0.5,<= 70 ty,<= 50 ty,> 3
LMC,<= 0.3,30 => 70,0.9 => 1,1 => 1.1,<= 1,<= 1,<= 1,<= 1,<= 1,UPCOM,Khai khoáng L3,0.0,0.0,<= 115 ty,> 0.1,No info,<= 2 ty,> 0.2,<= 170 ty,0 => 0.1,<= 70 ty,<= 8 ty,0.05 => 0.1,0.05 => 0.1,0.01 => 0.05,<= 40 ty,> 9,No info,0.8 => 1.5,<= 70 ty,<= 50 ty,2 => 3
DID,0.3 => 0.7,30 => 70,<= 0.9,1 => 1.1,<= 1,<= 1,<= 1,<= 1,>= 1,HNX,Xây dựng và Vật liệu L3,0.05,0.0028,115 ty => 350 ty,> 0.1,250 => 1000,2 ty => 13 ty,> 0.2,170 ty => 450 ty,0 => 0.1,70 ty => 200 ty,8 ty => 36 ty,0.05 => 0.1,0.05 => 0.1,0.01 => 0.05,180 ty => 750 ty,> 9,5 => 8,0.8 => 1.5,70 ty => 190 ty,50 ty => 150 ty,2 => 3
VTV,<= 0.3,30 => 70,0.9 => 1,> 1.1,> 1,> 1,>= 1,>= 1,<= 1,HNX,Xây dựng và Vật liệu L3,0.6295458709,0.002,> 1150 ty,<= 0,250 => 1000,13 ty => 65 ty,<= 0,450 ty => 1450 ty,0 => 0.1,200 ty => 600 ty,36 ty => 140 ty,<= 0.05,0.05 => 0.1,0.01 => 0.05,> 750 ty,> 9,8 => 18,0.5 => 0.8,190 ty => 550 ty,150 ty => 600 ty,> 3
TCW,> 0.7,30 => 70,<= 0.9,1 => 1.1,<= 1,<= 1,<= 1,<= 1,>= 1,UPCOM,Vận tải L3,0.5900685266,0.0290767101,350 ty => 1150 ty,0 => 0.1,> 2500,13 ty => 65 ty,0 => 0.2,450 ty => 1450 ty,<= 0,200 ty => 600 ty,> 140 ty,> 0.2,0.1 => 0.2,0.05 => 0.1,180 ty => 750 ty,1 => 4,5 => 8,0.8 => 1.5,190 ty => 550 ty,150 ty => 600 ty,1.5 => 2
SVH,<= 0.3,No info,0.9 => 1,<= 1,<= 1,<= 1,<= 1,<= 1,<= 1,UPCOM,Sản xuất & Phân phối Điện L3,0.8574287707,0.0,<= 115 ty,0 => 0.1,250 => 1000,2 ty => 13 ty,<= 0,170 ty => 450 ty,<= 0,70 ty => 200 ty,36 ty => 140 ty,> 0.2,0.1 => 0.2,0.01 => 0.05,180 ty => 750 ty,4 => 9,> 18,> 1.5,70 ty => 190 ty,50 ty => 150 ty,> 3
DCH,<= 0.3,No info,0.9 => 1,<= 1,<= 1,<= 1,<= 1,<= 1,<= 1,UPCOM,Bất động sản L3,0.5420486111,0.0,<= 115 ty,<= 0,250 => 1000,2 ty => 13 ty,<= 0,<= 170 ty,<= 0,<= 70 ty,<= 8 ty,0.1 => 0.2,0.05 => 0.1,0.01 => 0.05,<= 40 ty,4 => 9,8 => 18,<= 0.5,<= 70 ty,<= 50 ty,<= 1.5
DCI,<= 0.3,No info,0.9 => 1,<= 1,<= 1,<= 1,<= 1,<= 1,<= 1,UPCOM,Hóa chất L3,0.0,0.0,350 ty => 1150 ty,> 0.1,> 2500,2 ty => 13 ty,<= 0,170 ty => 450 ty,0 => 0.1,<= 70 ty,8 ty => 36 ty,<= 0.05,0.1 => 0.2,0.01 => 0.05,40 ty => 180 ty,> 9,<= 5,<= 0.5,<= 70 ty,<= 50 ty,> 3
DCF,<= 0.3,No info,0.9 => 1,<= 1,<= 1,<= 1,<= 1,<= 1,<= 1,UPCOM,Xây dựng và Vật liệu L3,0.0,0.0005149031,115 ty => 350 ty,> 0.1,<= 250,<= 2 ty,<= 0,<= 170 ty,<= 0,70 ty => 200 ty,<= 8 ty,<= 0.05,<= 0.05,<= 0.01,<= 40 ty,<= 1,<= 5,<= 0.5,<= 70 ty,<= 50 ty,<= 1.5
BMG,<= 0.3,No info,0.9 => 1,<= 1,<= 1,<= 1,<= 1,<= 1,<= 1,UPCOM,Hàng cá nhân L3,0.25,0.4816666667,350 ty => 1150 ty,0 => 0.1,> 2500,13 ty => 65 ty,0 => 0.2,170 ty => 450 ty,> 0.1,70 ty => 200 ty,8 ty => 36 ty,0.05 => 0.1,0.1 => 0.2,0.05 => 0.1,180 ty => 750 ty,4 => 9,5 => 8,> 1.5,70 ty => 190 ty,50 ty => 150 ty,2 => 3
ANC11607,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,0.0,0.0,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info
NPM11805,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,0.0,0.0,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info
GLC,<= 0.3,No info,0.9 => 1,<= 1,<= 1,<= 1,<= 1,<= 1,<= 1,UPCOM,Khai khoáng L3,0.0,0.0,<= 115 ty,<= 0,1000 => 2500,13 ty => 65 ty,<= 0,<= 170 ty,<= 0,<= 70 ty,8 ty => 36 ty,0.1 => 0.2,> 0.2,> 0.1,40 ty => 180 ty,4 => 9,5 => 8,> 1.5,<= 70 ty,50 ty => 150 ty,<= 1.5
CSI,<= 0.3,No info,0.9 => 1,<= 1,<= 1,<= 1,<= 1,<= 1,<= 1,UPCOM,Dịch vụ tài chính L3,0.0,0.642952381,<= 115 ty,> 0.1,250 => 1000,2 ty => 13 ty,<= 0,<= 170 ty,0 => 0.1,70 ty => 200 ty,<= 8 ty,> 0.2,<= 0.05,0.01 => 0.05,180 ty => 750 ty,> 9,> 18,> 1.5,70 ty => 190 ty,150 ty => 600 ty,<= 1.5
HD8,0.3 => 0.7,<= 30,<= 0.9,> 1.1,<= 1,<= 1,<= 1,<= 1,<= 1,UPCOM,Bất động sản L3,0.0,4e-05,115 ty => 350 ty,> 0.1,1000 => 2500,13 ty => 65 ty,0 => 0.2,170 ty => 450 ty,<= 0,70 ty => 200 ty,8 ty => 36 ty,0.1 => 0.2,0.1 => 0.2,0.01 => 0.05,180 ty => 750 ty,> 9,<= 5,0.5 => 0.8,70 ty => 190 ty,50 ty => 150 ty,> 3
ILB,0.3 => 0.7,30 => 70,0.9 => 1,1 => 1.1,<= 1,<= 1,<= 1,<= 1,No info,HOSE,Vận tải L3,0.5132182786,0.0,350 ty => 1150 ty,<= 0,No info,> 65 ty,<= 0,450 ty => 1450 ty,0 => 0.1,200 ty => 600 ty,> 140 ty,> 0.2,0.1 => 0.2,0.05 => 0.1,> 750 ty,4 => 9,No info,0.8 => 1.5,190 ty => 550 ty,150 ty => 600 ty,> 3
IBD,<= 0.3,No info,0.9 => 1,<= 1,<= 1,<= 1,<= 1,<= 1,No info,UPCOM,Truyền thông L3,0.7915888889,0.0366666667,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,50 ty => 150 ty,No info
CFV,<= 0.3,No info,0.9 => 1,<= 1,<= 1,<= 1,<= 1,<= 1,No info,UPCOM,Bia và đồ uống L3,0.4945533597,0.0,115 ty => 350 ty,> 0.1,No info,13 ty => 65 ty,<= 0,<= 170 ty,<= 0,70 ty => 200 ty,8 ty => 36 ty,0.05 => 0.1,0.05 => 0.1,0.05 => 0.1,180 ty => 750 ty,> 9,No info,> 1.5,70 ty => 190 ty,150 ty => 600 ty,<= 1.5
SIP,> 0.7,30 => 70,<= 0.9,1 => 1.1,<= 1,<= 1,<= 1,<= 1,No info,UPCOM,Bất động sản L3,0.135267142,0.0006404222,> 1150 ty,> 0.1,> 2500,> 65 ty,> 0.2,> 1450 ty,> 0.1,> 600 ty,> 140 ty,0.1 => 0.2,0.1 => 0.2,0.01 => 0.05,> 750 ty,> 9,> 18,> 1.5,> 550 ty,> 600 ty,> 3
MSR118001,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,0.0,0.0,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info
HD3,<= 0.3,No info,0.9 => 1,<= 1,<= 1,<= 1,<= 1,<= 1,No info,UPCOM,Bất động sản L3,0.0,0.0,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,<= 50 ty,No info
TQW,<= 0.3,No info,0.9 => 1,<= 1,<= 1,<= 1,<= 1,<= 1,No info,UPCOM,Nước & Khí đốt L3,0.686562486,0.0,<= 115 ty,No info,No info,2 ty => 13 ty,No info,<= 170 ty,No info,70 ty => 200 ty,<= 8 ty,<= 0.05,<= 0.05,0.01 => 0.05,40 ty => 180 ty,> 9,No info,0.8 => 1.5,70 ty => 190 ty,50 ty => 150 ty,1.5 => 2
NTH,> 0.7,30 => 70,0.9 => 1,1 => 1.1,> 1,> 1,>= 1,>= 1,No info,HNX,Xây dựng và Vật liệu L3,0.0,0.0,<= 115 ty,<= 0,1000 => 2500,13 ty => 65 ty,<= 0,170 ty => 450 ty,<= 0,70 ty => 200 ty,36 ty => 140 ty,> 0.2,0.1 => 0.2,0.05 => 0.1,180 ty => 750 ty,4 => 9,8 => 18,> 1.5,70 ty => 190 ty,150 ty => 600 ty,2 => 3
VIC11813,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,0.0,0.0,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info
BKH,> 0.7,> 70,0.9 => 1,> 1.1,> 1,> 1,>= 1,>= 1,No info,UPCOM,Sản xuất thực phẩm L3,0.0,0.0,115 ty => 350 ty,> 0.1,> 2500,2 ty => 13 ty,> 0.2,<= 170 ty,<= 0,<= 70 ty,8 ty => 36 ty,0.1 => 0.2,0.1 => 0.2,> 0.1,40 ty => 180 ty,4 => 9,8 => 18,> 1.5,<= 70 ty,50 ty => 150 ty,1.5 => 2
XMC,0.3 => 0.7,30 => 70,<= 0.9,<= 1,<= 1,<= 1,<= 1,<= 1,No info,UPCOM,Xây dựng và Vật liệu L3,0.0,0.0004460736,> 1150 ty,> 0.1,1000 => 2500,> 65 ty,<= 0,> 1450 ty,> 0.1,> 600 ty,> 140 ty,0.1 => 0.2,0.1 => 0.2,0.01 => 0.05,> 750 ty,> 9,5 => 8,0.8 => 1.5,> 550 ty,150 ty => 600 ty,> 3
CFPT1901,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,0.0,0.0,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info
CHPG1901,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,0.0,0.0,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info
CHPG1902,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,0.0,0.0,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info
CHPG1903,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,0.0,0.0,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info
CMBB1901,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,0.0,0.0,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info
CMBB1902,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,0.0,0.0,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info
CMWG1901,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,0.0,0.0,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info
CMWG1902,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,0.0,0.0,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info
CPNJ1901,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,0.0,0.0,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info
CVNM1901,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,0.0,0.0,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info
VPL11811,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,0.0,0.0,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info
VPL11812,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,0.0,0.0,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info
TDM,> 0.7,<= 30,0.9 => 1,1 => 1.1,<= 1,<= 1,<= 1,<= 1,<= 1,HOSE,Nước & Khí đốt L3,0.0,0.1537,115 ty => 350 ty,> 0.1,1000 => 2500,> 65 ty,> 0.2,> 1450 ty,> 0.1,> 600 ty,> 140 ty,> 0.2,0.1 => 0.2,> 0.1,> 750 ty,> 9,8 => 18,> 1.5,> 550 ty,> 600 ty,1.5 => 2
TDW,> 0.7,30 => 70,0.9 => 1,1 => 1.1,> 1,<= 1,>= 1,>= 1,>= 1,HOSE,Nước & Khí đốt L3,0.51,0.0263,350 ty => 1150 ty,> 0.1,1000 => 2500,13 ty => 65 ty,> 0.2,170 ty => 450 ty,0 => 0.1,70 ty => 200 ty,36 ty => 140 ty,0.1 => 0.2,0.1 => 0.2,0.01 => 0.05,180 ty => 750 ty,4 => 9,8 => 18,0.8 => 1.5,70 ty => 190 ty,150 ty => 600 ty,2 => 3
TEG,<= 0.3,30 => 70,0.9 => 1,1 => 1.1,> 1,> 1,>= 1,>= 1,>= 1,HOSE,Bất động sản L3,0.0,0.0086,115 ty => 350 ty,<= 0,1000 => 2500,13 ty => 65 ty,<= 0,170 ty => 450 ty,> 0.1,200 ty => 600 ty,36 ty => 140 ty,> 0.2,0.1 => 0.2,0.05 => 0.1,180 ty => 750 ty,4 => 9,<= 5,0.5 => 0.8,190 ty => 550 ty,150 ty => 600 ty,<= 1.5
TGG,<= 0.3,30 => 70,<= 0.9,<= 1,<= 1,<= 1,<= 1,<= 1,<= 1,HOSE,Xây dựng và Vật liệu L3,0.0,0.0081,<= 115 ty,<= 0,<= 250,2 ty => 13 ty,<= 0,170 ty => 450 ty,0 => 0.1,200 ty => 600 ty,<= 8 ty,0.05 => 0.1,<= 0.05,0.01 => 0.05,40 ty => 180 ty,> 9,8 => 18,<= 0.5,190 ty => 550 ty,50 ty => 150 ty,<= 1.5
THG,> 0.7,30 => 70,0.9 => 1,1 => 1.1,<= 1,> 1,<= 1,<= 1,<= 1,HOSE,Xây dựng và Vật liệu L3,0.0,0.0041,350 ty => 1150 ty,> 0.1,> 2500,> 65 ty,> 0.2,450 ty => 1450 ty,> 0.1,200 ty => 600 ty,> 140 ty,0.1 => 0.2,> 0.2,0.05 => 0.1,> 750 ty,4 => 9,5 => 8,> 1.5,190 ty => 550 ty,150 ty => 600 ty,2 => 3
THI,> 0.7,30 => 70,<= 0.9,1 => 1.1,<= 1,<= 1,<= 1,<= 1,<= 1,HOSE,Điện tử & Thiết bị điện L3,0.7079296926,0.0007,> 1150 ty,> 0.1,> 2500,> 65 ty,<= 0,> 1450 ty,> 0.1,> 600 ty,> 140 ty,0.1 => 0.2,> 0.2,> 0.1,> 750 ty,4 => 9,<= 5,0.8 => 1.5,> 550 ty,> 600 ty,2 => 3
TIE,<= 0.3,No info,0.9 => 1,1 => 1.1,<= 1,<= 1,<= 1,>= 1,<= 1,UPCOM,Điện tử & Thiết bị điện L3,0.0,0.0791429378,<= 115 ty,<= 0,No info,<= 2 ty,0 => 0.2,170 ty => 450 ty,<= 0,200 ty => 600 ty,<= 8 ty,<= 0.05,<= 0.05,<= 0.01,40 ty => 180 ty,<= 1,No info,<= 0.5,190 ty => 550 ty,50 ty => 150 ty,<= 1.5
TIP,> 0.7,30 => 70,<= 0.9,1 => 1.1,<= 1,<= 1,<= 1,<= 1,<= 1,HOSE,Bất động sản L3,0.5673929494,0.1354,115 ty => 350 ty,> 0.1,> 2500,> 65 ty,> 0.2,450 ty => 1450 ty,> 0.1,200 ty => 600 ty,36 ty => 140 ty,> 0.2,0.1 => 0.2,> 0.1,180 ty => 750 ty,4 => 9,5 => 8,0.8 => 1.5,190 ty => 550 ty,> 600 ty,<= 1.5
DLT,> 0.7,<= 30,<= 0.9,> 1.1,<= 1,<= 1,<= 1,<= 1,<= 1,UPCOM,Du lịch & Giải trí L3,0.360000336,0.000399991,> 1150 ty,0 => 0.1,> 2500,2 ty => 13 ty,0 => 0.2,450 ty => 1450 ty,<= 0,<= 70 ty,8 ty => 36 ty,<= 0.05,0.1 => 0.2,0.01 => 0.05,180 ty => 750 ty,> 9,<= 5,<= 0.5,<= 70 ty,<= 50 ty,> 3
DLR,<= 0.3,No info,0.9 => 1,<= 1,<= 1,<= 1,<= 1,<= 1,>= 1,UPCOM,Bất động sản L3,0.0,0.096,<= 115 ty,<= 0,<= 250,<= 2 ty,<= 0,<= 170 ty,<= 0,<= 70 ty,<= 8 ty,<= 0.05,<= 0.05,<= 0.01,40 ty => 180 ty,<= 1,<= 5,> 1.5,<= 70 ty,50 ty => 150 ty,> 3
MES,<= 0.3,No info,0.9 => 1,<= 1,<= 1,<= 1,<= 1,<= 1,<= 1,UPCOM,Xây dựng và Vật liệu L3,0.9889139785,0.0,<= 115 ty,> 0.1,<= 250,<= 2 ty,<= 0,170 ty => 450 ty,<= 0,70 ty => 200 ty,<= 8 ty,<= 0.05,<= 0.05,<= 0.01,180 ty => 750 ty,<= 1,<= 5,0.8 => 1.5,70 ty => 190 ty,150 ty => 600 ty,<= 1.5
TTR,> 0.7,No info,<= 0.9,> 1.1,No info,<= 1,>= 1,No info,No info,No info,No info,0.0,0.0,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info
THT,<= 0.3,No info,0.9 => 1,1 => 1.1,> 1,<= 1,>= 1,<= 1,<= 1,HNX,Khai khoáng L3,0.6317160304,0.0671202129,> 1150 ty,<= 0,> 2500,> 65 ty,0 => 0.2,450 ty => 1450 ty,> 0.1,200 ty => 600 ty,> 140 ty,0.05 => 0.1,> 0.2,0.05 => 0.1,180 ty => 750 ty,4 => 9,<= 5,<= 0.5,190 ty => 550 ty,150 ty => 600 ty,2 => 3
NBP,0.3 => 0.7,<= 30,0.9 => 1,1 => 1.1,<= 1,<= 1,<= 1,<= 1,<= 1,HNX,Sản xuất & Phân phối Điện L3,0.5476227119,0.0837,350 ty => 1150 ty,> 0.1,1000 => 2500,13 ty => 65 ty,> 0.2,170 ty => 450 ty,> 0.1,200 ty => 600 ty,36 ty => 140 ty,0.05 => 0.1,0.1 => 0.2,0.05 => 0.1,180 ty => 750 ty,4 => 9,5 => 8,0.5 => 0.8,190 ty => 550 ty,150 ty => 600 ty,1.5 => 2
NBR,> 0.7,No info,> 1,> 1.1,> 1,> 1,>= 1,>= 1,>= 1,UPCOM,Vận tải L3,0.51,0.0018272425,115 ty => 350 ty,0 => 0.1,1000 => 2500,2 ty => 13 ty,0 => 0.2,<= 170 ty,<= 0,<= 70 ty,<= 8 ty,<= 0.05,0.1 => 0.2,0.01 => 0.05,40 ty => 180 ty,> 9,5 => 8,0.8 => 1.5,<= 70 ty,<= 50 ty,2 => 3
MEF,<= 0.3,No info,0.9 => 1,<= 1,<= 1,<= 1,<= 1,<= 1,<= 1,UPCOM,Thiết bị và Dịch vụ Y tế L3,0.0,0.0451276665,115 ty => 350 ty,<= 0,> 2500,13 ty => 65 ty,<= 0,170 ty => 450 ty,0 => 0.1,70 ty => 200 ty,36 ty => 140 ty,0.1 => 0.2,> 0.2,> 0.1,40 ty => 180 ty,1 => 4,<= 5,<= 0.5,70 ty => 190 ty,<= 50 ty,1.5 => 2
MEC,<= 0.3,<= 30,<= 0.9,1 => 1.1,<= 1,<= 1,<= 1,<= 1,<= 1,HNX,Xây dựng và Vật liệu L3,0.4615484066,0.0941,<= 115 ty,<= 0,<= 250,<= 2 ty,<= 0,450 ty => 1450 ty,<= 0,70 ty => 200 ty,<= 8 ty,<= 0.05,<= 0.05,<= 0.01,> 750 ty,> 9,<= 5,<= 0.5,70 ty => 190 ty,<= 50 ty,> 3
EAD,<= 0.3,No info,0.9 => 1,<= 1,<= 1,<= 1,<= 1,<= 1,<= 1,UPCOM,Sản xuất & Phân phối Điện L3,0.0,0.0,<= 115 ty,<= 0,> 2500,2 ty => 13 ty,<= 0,<= 170 ty,<= 0,<= 70 ty,8 ty => 36 ty,> 0.2,> 0.2,0.05 => 0.1,40 ty => 180 ty,4 => 9,5 => 8,0.8 => 1.5,<= 70 ty,50 ty => 150 ty,2 => 3
